code,url,creator,created_t,created_datetime,last_modified_t,last_modified_datetime,last_modified_by,last_updated_t,last_updated_datetime,product_name,abbreviated_product_name,generic_name,quantity,packaging,packaging_tags,packaging_en,packaging_text,brands,brands_tags,brands_en,categories,categories_tags,categories_en,origins,origins_tags,origins_en,manufacturing_places,manufacturing_places_tags,labels,labels_tags,labels_en,emb_codes,emb_codes_tags,first_packaging_code_geo,cities,cities_tags,purchase_places,stores,countries,countries_tags,countries_en,ingredients_text,ingredients_tags,ingredients_analysis_tags,allergens,allergens_en,traces,traces_tags,traces_en,serving_size,serving_quantity,no_nutrition_data,additives_n,additives,additives_tags,additives_en,nutriscore_score,nutriscore_grade,nova_group,pnns_groups_1,pnns_groups_2,food_groups,food_groups_tags,food_groups_en,states,states_tags,states_en,brand_owner,environmental_score_score,environmental_score_grade,nutrient_levels_tags,product_quantity,owner,data_quality_errors_tags,unique_scans_n,popularity_tags,completeness,last_image_t,last_image_datetime,main_category,main_category_en,image_url,image_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,image_nutrition_small_url,energy-kj_100g,energy-kcal_100g,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,butyric-acid_100g,caproic-acid_100g,caprylic-acid_100g,capric-acid_100g,lauric-acid_100g,myristic-acid_100g,palmitic-acid_100g,stearic-acid_100g,arachidic-acid_100g,behenic-acid_100g,lignoceric-acid_100g,cerotic-acid_100g,montanic-acid_100g,melissic-acid_100g,unsaturated-fat_100g,monounsaturated-fat_100g,omega-9-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,omega-6-fat_100g,alpha-linolenic-acid_100g,eicosapentaenoic-acid_100g,docosahexaenoic-acid_100g,linoleic-acid_100g,arachidonic-acid_100g,gamma-linolenic-acid_100g,dihomo-gamma-linolenic-acid_100g,oleic-acid_100g,elaidic-acid_100g,gondoic-acid_100g,mead-acid_100g,erucic-acid_100g,nervonic-acid_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,added-sugars_100g,sucrose_100g,glucose_100g,fructose_100g,galactose_100g,lactose_100g,maltose_100g,maltodextrins_100g,psicose_100g,starch_100g,polyols_100g,erythritol_100g,isomalt_100g,maltitol_100g,sorbitol_100g,fiber_100g,soluble-fiber_100g,polydextrose_100g,insoluble-fiber_100g,proteins_100g,casein_100g,serum-proteins_100g,nucleotides_100g,salt_100g,added-salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,folates_100g,vitamin-b12_100g,biotin_100g,pantothenic-acid_100g,silica_100g,bicarbonate_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g,taurine_100g,methylsulfonylmethane_100g,ph_100g,fruits-vegetables-legumes_100g,collagen-meat-protein-ratio_100g,cocoa_100g,chlorophyl_100g,carbon-footprint_100g,glycemic-index_100g,water-hardness_100g,choline_100g,phylloquinone_100g,beta-glucan_100g,inositol_100g,carnitine_100g,sulphate_100g,nitrate_100g,acidity_100g,carbohydrates-total_100g,water_100g
00000123,http://world-en.openfoodfacts.org/product/00000123/sauce-sweety-chili-0,kiliweb,1535737982,2018-08-31T17:53:02Z,1737624543,2025-01-23T09:29:03Z,aura81,1740359635,2025-02-24T01:13:55Z,Sauce Sweety chili 0%,,,,,,,,,,,,,,,,,,,en:eu-organic,"en:organic,en:eu-organic","Organic,EU Organic",,,,,,,REWE,France,en:france,France,,,,,,,,,,,,,,,,,unknown,,unknown,unknown,,,,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-selected,en:front-photo-selected,en:photos-uploaded","To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo selected,Front photo selected,Photos uploaded",,,unknown,,,,,1,"top-75-percent-scans-2022,top-80-percent-scans-2022,top-85-percent-scans-2022,top-90-percent-scans-2022,top-50000-us-scans-2022,top-100000-us-scans-2022,top-country-us-scans-2022,top-75-percent-scans-2023,top-80-percent-scans-2023,top-85-percent-scans-2023,top-90-percent-scans-2023,top-50000-gb-scans-2023,top-100000-gb-scans-2023,top-country-gb-scans-2023,top-75-percent-scans-2024,top-80-percent-scans-2024,top-85-percent-scans-2024,top-90-percent-scans-2024,top-country-fr-scans-2024",0.2875,1737406992,2025-01-20T21:03:12Z,,,https://images.openfoodfacts.org/images/products/invalid/front_de.14.400.jpg,https://images.openfoodfacts.org/images/products/invalid/front_de.14.200.jpg,https://images.openfoodfacts.org/images/products/invalid/ingredients_de.18.400.jpg,https://images.openfoodfacts.org/images/products/invalid/ingredients_de.18.200.jpg,https://images.openfoodfacts.org/images/products/invalid/nutrition_de.20.400.jpg,https://images.openfoodfacts.org/images/products/invalid/nutrition_de.20.200.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000705520537,http://world-en.openfoodfacts.org/product/0000705520537/ja,insectproductadd,1694096368,2023-09-07T14:19:28Z,1769552761,2026-01-27T22:26:01Z,derthas,1769552761,2026-01-27T22:26:01Z,,,,1000 g,,,,,ja!,xx:ja,ja,,,,,,,,,,,,,,,,,,REWE,Deutschland,en:germany,Germany,"Roggenmehl 47%, Weizenmehl 45%, getrockneter Sauerteig (Roggenmehl, natürlich fermentiert), jodiertes Speisesalz (Speisesalz, Kaliumjodat), Trockenhefe 2%, Traubenzucker, Gerstenmalzmehl, Säuerungsmittel (Äpfelsäure) Malzextrakt (Gerste, Roggen), Mehlbehand - lungsmittel (Ascorbinsäure). Kann Spuren von Milch, Ei, Sesam, Soja und Lupinen enthalten. Durchschnittliche Nährwerte Energie Fett","en:rye-flour,en:flour,en:cereal-flour,en:wheat-flour,en:cereal,en:wheat,en:sourdough,en:dough,en:iodised-salt,en:salt,bg:суха-мая,en:yeast,en:grape-sugar,en:added-sugar,en:monosaccharide,en:glucose,en:barley-malt-flour,en:barley,en:barley-flour,en:acid,en:malt-extract,en:extract,en:malt,en:vegetable-extract,de:mehlbehand,de:lungsmittel,de:durchschnittliche-nährwerte-energie-fett,de:natürlich-fermentiert,en:e917,en:e296,en:rye,en:e300","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",en:gluten,,"en:eggs,en:lupin,en:milk,en:sesame-seeds,en:soybeans","en:eggs,en:lupin,en:milk,en:sesame-seeds,en:soybeans","Eggs,Lupin,Milk,Sesame seeds,Soybeans",,,,1,,en:e300,E300 - Ascorbic acid,,unknown,4,unknown,unknown,,,,"en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-to-be-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-selected,en:front-photo-to-be-selected,en:photos-uploaded","To be completed,Nutrition facts to be completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity completed,Product name to be completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo selected,Front photo to be selected,Photos uploaded",,,unknown,,1000,,,,,0.375,1694096368,2023-09-07T14:19:28Z,,,,,https://images.openfoodfacts.org/images/products/000/070/552/0537/ingredients_de.3.400.jpg,https://images.openfoodfacts.org/images/products/000/070/552/0537/ingredients_de.3.200.jpg,https://images.openfoodfacts.org/images/products/000/070/552/0537/nutrition_de.6.400.jpg,https://images.openfoodfacts.org/images/products/000/070/552/0537/nutrition_de.6.200.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002167861380,http://world-en.openfoodfacts.org/product/0002167861380,smoothie-app,1711030024,2024-03-21T14:07:04Z,1728046136,2024-10-04T12:48:56Z,fix-code-bot,1740132422,2025-02-21T10:07:02Z,,,,,,,,,,,,,,,,,,,,Nutriscore,en:nutriscore,Nutriscore,,,,,,,REWE,en:Germany,en:germany,Germany,,,,,,,,,,,,,,,,,unknown,,unknown,unknown,,,,"en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-selected,en:front-photo-selected,en:photos-uploaded","To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name to be completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo selected,Front photo selected,Photos uploaded",,,unknown,,,,,1,"top-75-percent-scans-2024,top-80-percent-scans-2024,top-85-percent-scans-2024,top-90-percent-scans-2024,top-50000-de-scans-2024,top-100000-de-scans-2024,top-country-de-scans-2024",0.0875,1711030084,2024-03-21T14:08:04Z,,,https://images.openfoodfacts.org/images/products/000/216/786/1380/front_de.3.400.jpg,https://images.openfoodfacts.org/images/products/000/216/786/1380/front_de.3.200.jpg,https://images.openfoodfacts.org/images/products/000/216/786/1380/ingredients_de.5.400.jpg,https://images.openfoodfacts.org/images/products/000/216/786/1380/ingredients_de.5.200.jpg,https://images.openfoodfacts.org/images/products/000/216/786/1380/nutrition_de.7.400.jpg,https://images.openfoodfacts.org/images/products/000/216/786/1380/nutrition_de.7.200.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00028231,http://world-en.openfoodfacts.org/product/00028231/rewe-beste-wahl,shisma,1616518405,2021-03-23T16:53:25Z,1774549372,2026-03-26T18:22:52Z,new-nutrition-bot,1774549372,2026-03-26T18:22:52Z,,,,450g,,,,,"REWE Beste Wahl, Rewe","xx:rewe-beste-wahl,xx:rewe","rewe-beste-wahl,rewe","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Gemüsebasierte Lebensmittel, Gemüse, Blattgemüse, Spinat","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:leaf-vegetables,en:spinachs","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Vegetables,Leaf vegetables,Spinachs",,,,,,"Nutriscore, Nutriscore Note A","en:nutriscore,en:nutriscore-grade-a","Nutriscore,Nutriscore Grade A",,,,,,,REWE,en:Germany,en:germany,Germany,"Junger Spinat gehackt, in Portionen, tiefgefroren.","de:junger-spinat-gehackt,de:in-portionen,de:tiefgefroren","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,,,150g,150,,0,,,,,unknown,,Fruits and vegetables,Vegetables,en:vegetables,"en:fruits-and-vegetables,en:vegetables","Fruits and vegetables,Vegetables","en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-to-be-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-selected,en:front-photo-to-be-selected,en:photos-uploaded","To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity completed,Product name to be completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo selected,Front photo to be selected,Photos uploaded",,79,a,"en:fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity",450,,,1,"bottom-25-percent-scans-2021,top-80-percent-scans-2021,top-85-percent-scans-2021,top-90-percent-scans-2021,top-50000-de-scans-2021,top-100000-de-scans-2021,top-country-de-scans-2021",0.575,1616518469,2021-03-23T16:54:29Z,en:spinachs,Spinachs,https://images.openfoodfacts.org/images/products/000/000/002/8231/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/000/000/002/8231/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/000/000/002/8231/ingredients_de.7.400.jpg,https://images.openfoodfacts.org/images/products/000/000/002/8231/ingredients_de.7.200.jpg,https://images.openfoodfacts.org/images/products/000/000/002/8231/nutrition_de.10.400.jpg,https://images.openfoodfacts.org/images/products/000/000/002/8231/nutrition_de.10.200.jpg,90.2,21.4,90.2,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,2,,,,0.1,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
00056318,http://world-en.openfoodfacts.org/product/00056318/erdbeer-tonka-eis-mit-erdbeer-sauce-eiskramer,hgs,1668947286,2022-11-20T12:28:06Z,1728053579,2024-10-04T14:52:59Z,fix-code-bot,1743624090,2025-04-02T20:01:30Z,Erdbeer-Tonka-Eis mit Erdbeer-Sauce,,,130ml,1xPappbecher kompostierbar,de:1xpappbecher-kompostierbar,de:1xpappbecher-kompostierbar,,Eiskrämer,xx:eiskramer,eiskramer,,,,Italien,en:italy,Italy,,,,,,,,,,,,rewe,en:Germany,en:germany,Germany,"Erdbeeren (49%), Wasser, Zucker, Glukose, Inulin, Himbeer, Traubenzucker, Fruchtsäure, Pektin, Johannisbrotkernmehl, Guarkernmehl, Tonkabohne (0,08%)","en:strawberry,en:fruit,en:berries,en:water,en:sugar,en:added-sugar,en:disaccharide,en:glucose,en:monosaccharide,en:inulin,en:fiber,en:vegetable-fiber,de:himbeer,en:grape-sugar,de:fruchtsäure,en:e440a,en:carob-seed-flour,en:flour,en:vegetable,en:legume,en:pulse,en:carob-bean-locust-bean,en:e412,en:tonka-bean","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,,,,,,2,,"en:e412,en:e440","E412 - Guar gum,E440 - Pectins",,unknown,4,unknown,unknown,,,,"en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:packaging-photo-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:packaging-photo-selected,en:nutrition-photo-selected,en:ingredients-photo-selected,en:front-photo-selected,en:photos-uploaded","To be completed,Nutrition facts to be completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins completed,Categories to be completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Packaging photo selected,Nutrition photo selected,Ingredients photo selected,Front photo selected,Photos uploaded",,,unknown,,130,,,1,"bottom-25-percent-scans-2022,top-80-percent-scans-2022,top-85-percent-scans-2022,top-90-percent-scans-2022,top-50000-de-scans-2022,top-100000-de-scans-2022,top-country-de-scans-2022,top-75-percent-scans-2024,top-80-percent-scans-2024,top-85-percent-scans-2024,top-90-percent-scans-2024,top-100000-de-scans-2024,top-country-de-scans-2024",0.7,1668947423,2022-11-20T12:30:23Z,,,https://images.openfoodfacts.org/images/products/000/000/005/6318/front_de.3.400.jpg,https://images.openfoodfacts.org/images/products/000/000/005/6318/front_de.3.200.jpg,https://images.openfoodfacts.org/images/products/000/000/005/6318/ingredients_de.7.400.jpg,https://images.openfoodfacts.org/images/products/000/000/005/6318/ingredients_de.7.200.jpg,https://images.openfoodfacts.org/images/products/000/000/005/6318/nutrition_de.5.400.jpg,https://images.openfoodfacts.org/images/products/000/000/005/6318/nutrition_de.5.200.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0006012358452,http://world-en.openfoodfacts.org/product/0006012358452/high-protein-quark-rewe-beste-wahl,kiliweb,1651738460,2022-05-05T08:14:20Z,1774545009,2026-03-26T17:10:09Z,new-nutrition-bot,1774545009,2026-03-26T17:10:09Z,High Protein quark,,,,,,,,REWE Beste Wahl,xx:rewe-beste-wahl,rewe-beste-wahl,,,,,,,,,Sans sucre ajouté,en:no-added-sugar,No added sugar,,,,,,,REWE,en:fr,en:france,France,,,,,,,,,,,,,,,,,unknown,,unknown,unknown,,,,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded","To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo to be selected,Front photo selected,Photos uploaded",,,unknown,,,,en:nutrition-packaging-as-sold-100g-energy-value-in-kcal-does-not-match-value-computed-from-other-nutrients,,,0.475,1651738463,2022-05-05T08:14:23Z,,,https://images.openfoodfacts.org/images/products/000/601/235/8452/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/000/601/235/8452/front_fr.3.200.jpg,,,https://images.openfoodfacts.org/images/products/000/601/235/8452/nutrition_fr.5.400.jpg,https://images.openfoodfacts.org/images/products/000/601/235/8452/nutrition_fr.5.200.jpg,74.6,70,74.6,,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.2,,,,,,,,,,,,,,,,,,,,0.1,,,,0.28,,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0009800860036,http://world-en.openfoodfacts.org/product/0009800860036/nutella-peanut-ferrero,macrofactor,1775432489,2026-04-05T23:41:29Z,1777323109,2026-04-27T20:51:49Z,macrofactor,1777323109,2026-04-27T20:51:49Z,Nutella Peanut,,,13 oz / 371 g,,,,,"Ferrero,Nutella","xx:ferrero,xx:nutella","ferrero,nutella","Frühstücke,Gewürzmittel,Brotaufstriche,Süße Brotaufstriche,Saucen,fr:Pâtes à tartiner,Nougatcremes,Erdnusssauce","en:breakfasts,en:condiments,en:spreads,en:sweet-spreads,en:sauces,fr:pates-a-tartiner,en:chocolate-spreads,en:peanut-sauces","Breakfasts,Condiments,Spreads,Sweet spreads,Sauces,fr:Pâtes à tartiner,Chocolate spreads,Peanut sauces",,,,,,,,,,,,,,,"Safeway,Edeka,Rewe","Vereinigte Staaten von Amerika,Deutschland","en:germany,en:united-states","Germany,United States",,,,,,,,,1 serving (37 g),37,,,,,,25,e,,Fat and sauces,Dressings and sauces,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces","Fats and sauces,Dressings and sauces","en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-to-be-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-to-be-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded","To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo to be selected,Ingredients photo to be selected,Front photo selected,Photos uploaded",,,unknown,"en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",368.543800625,,,,,0.5625,1777269534,2026-04-27T05:58:54Z,en:peanut-sauces,Peanut sauces,https://images.openfoodfacts.org/images/products/000/980/086/0036/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/000/980/086/0036/front_en.4.200.jpg,,,,,2259,541,2259,,35.1,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4,37.8,35.1351351351351,,,,,,,,,,,,,,,5.40540540540541,,,,13.5,,,,0.3,,0.12,,,,,,,,,,,,,,,,,,,0.410810810810811,,,,0.00189189189189189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
